AccidentYear,STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITYNAME,DAY,MONTH,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTENAME,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDENAME,LONGITUDNAME,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,NOT_HOUR,NOT_HOURNAME,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MNNAME,FATALS,DRUNK_DR
2017,4,Arizona,40228,1,1,0,0,1,1,0,15,MOHAVE (15),NOT APPLICABLE,22,4,2017,7,Saturday,15,3:00pm-3:59pm,42,This section IS ON the NHS,1,Interstate,I-15,,1,Rural,1,Interstate,1,State Highway Agency,192,192,36.95966944,-113.78311389,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,15,3:00pm-3:59pm,43,16,4:00pm-4:59pm,5,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2017,4,Arizona,40229,2,2,0,0,5,5,0,3,COCHISE (3),BENSON,23,4,2017,1,Sunday,16,4:00pm-4:59pm,38,This section IS ON the NHS,1,Interstate,I-10,,1,Rural,1,Interstate,1,State Highway Agency,3040,3040,31.97268333,-110.32506111,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Yes,18,Through Roadway,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,16,4:00pm-4:59pm,41,16,4:00pm-4:59pm,53,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40230,2,2,0,0,5,5,0,3,COCHISE (3),NOT APPLICABLE,23,4,2017,1,Sunday,19,7:00pm-7:59pm,16,This section IS NOT on the NHS,3,State Highway,SR-80,,1,Rural,4,Minor Arterial,1,State Highway Agency,39,39,31.92004167,-110.26697222,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,5,Dusk,1,Clear,0,19,7:00pm-7:59pm,16,19,7:00pm-7:59pm,24,99,Unknown,Unknown EMS Hospital Arrival Time,2,1
2017,4,Arizona,40231,2,2,0,0,2,2,0,13,MARICOPA (13),TEMPE,24,4,2017,2,Monday,0,0:00am-0:59am,17,This section IS ON the NHS,3,State Highway,SR-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,526,526,33.40200556,-111.89095833,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Yes,18,Through Roadway,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,0,0:00am-0:59am,19,0,0:00am-0:59am,29,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2017,4,Arizona,40232,2,2,0,0,2,2,0,19,PIMA (19),NOT APPLICABLE,27,4,2017,5,Thursday,12,12:00pm-12:59pm,38,This section IS ON the NHS,1,Interstate,I-10,,1,Rural,1,Interstate,1,State Highway Agency,2938,2938,31.97399722,-110.49545278,No Special Jurisdiction,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,12,12:00pm-12:59pm,41,12,12:00pm-12:59pm,47,14,2:00pm-2:59pm,15,1,0
2017,4,Arizona,40233,2,2,0,0,2,2,0,25,YAVAPAI (25),NOT APPLICABLE,28,4,2017,6,Friday,12,12:00pm-12:59pm,20,This section IS NOT on the NHS,4,County Road,CR-10 IRON SPRINGS RD,,1,Rural,5,Major Collector,2,County Highway Agency,0,None,34.56783611,-112.65743611,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2017,4,Arizona,40235,2,2,0,0,1,1,0,13,MARICOPA (13),NOT APPLICABLE,19,3,2017,1,Sunday,15,3:00pm-3:59pm,31,This section IS NOT on the NHS,5,Local Street - Township,EL CAPITAN CIR,,2,Urban,7,Local,98,Not Reported,0,None,33.61910833,-112.28859167,No Special Jurisdiction,12,Motor Vehicle In-Transport,11,Other,0,No,4,Driveway Access,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,15,3:00pm-3:59pm,31,15,3:00pm-3:59pm,35,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40236,1,1,0,0,2,2,0,1,APACHE (1),NOT APPLICABLE,24,3,2017,6,Friday,12,12:00pm-12:59pm,30,This section IS NOT on the NHS,8,Other,BIA 27,,1,Rural,6,Minor Collector,62,Bureau of Indian Affairs,0,None,36.12923611,-109.55406389,Indian Reservation,5,Fell/Jumped from Vehicle,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,99,Unknown,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2017,4,Arizona,40237,1,1,0,1,1,1,1,21,PINAL (21),NOT APPLICABLE,27,3,2017,2,Monday,99,Unknown Hours,Unknown Minutes,This section IS NOT on the NHS,8,Other,BIA 1 CASA BLANCA RD,,1,Rural,5,Major Collector,62,Bureau of Indian Affairs,0,None,Unknown,Unknown,Indian Reservation,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,99,Unknown,99,Unknown,None,99,Unknown,9,Unknown,99,Unknown,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2017,4,Arizona,40238,2,2,0,0,2,2,0,21,PINAL (21),APACHE JUNCTION,30,3,2017,5,Thursday,9,9:00am-9:59am,33,This section IS NOT on the NHS,6,Local Street - Municipality,MERIDIAN RD,UNIVERSITY DR,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.42234167,-111.58066944,No Special Jurisdiction,12,Motor Vehicle In-Transport,99,Unknown,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,9,9:00am-9:59am,33,9,9:00am-9:59am,35,9,9:00am-9:59am,59,1,0
2017,4,Arizona,40239,2,2,0,0,3,3,0,19,PIMA (19),TUCSON,15,3,2017,4,Wednesday,20,8:00pm-8:59pm,13,This section IS ON the NHS,6,Local Street - Municipality,IRVINGTON RD,LIBERTY AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,32.16328611,-110.97370833,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,20,8:00pm-8:59pm,13,20,8:00pm-8:59pm,17,20,8:00pm-8:59pm,47,1,0
2017,4,Arizona,40240,2,2,0,0,3,3,0,13,MARICOPA (13),MESA,5,4,2017,4,Wednesday,9,9:00am-9:59am,14,This section IS NOT on the NHS,6,Local Street - Municipality,UNIVERSITY DR,HIGLEY RD,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.4228,-111.71908333,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,9,9:00am-9:59am,16,9,9:00am-9:59am,21,9,9:00am-9:59am,40,1,0
2017,4,Arizona,40241,1,1,0,1,1,1,1,13,MARICOPA (13),MESA,7,4,2017,6,Friday,19,7:00pm-7:59pm,52,This section IS NOT on the NHS,6,Local Street - Municipality,BROWN RD,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.43521667,-111.838075,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,19,7:00pm-7:59pm,52,19,7:00pm-7:59pm,58,20,8:00pm-8:59pm,27,1,0
2017,4,Arizona,40242,2,2,0,0,2,2,0,19,PIMA (19),TUCSON,10,4,2017,2,Monday,9,9:00am-9:59am,31,This section IS NOT on the NHS,6,Local Street - Municipality,WILMOT RD,PARK PLACE DR,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,32.21807778,-110.85811389,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,9,9:00am-9:59am,31,9,9:00am-9:59am,34,9,9:00am-9:59am,45,1,0
2017,4,Arizona,40243,2,2,0,0,3,3,0,19,PIMA (19),TUCSON,16,4,2017,1,Sunday,15,3:00pm-3:59pm,0,This section IS ON the NHS,6,Local Street - Municipality,TUCSON BLVD,DREXEL RD,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,32.14871944,-110.93492778,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,15,3:00pm-3:59pm,0,15,3:00pm-3:59pm,6,15,3:00pm-3:59pm,44,1,0
2017,4,Arizona,40244,1,1,0,0,2,2,0,21,PINAL (21),APACHE JUNCTION,1,4,2017,7,Saturday,1,1:00am-1:59am,28,This section IS ON the NHS,2,U.S. Highway,US-60,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,1647,1647,33.38674167,-111.54353611,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,19,Other location within Interchange Area,1,Not an Intersection,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,1,1:00am-1:59am,31,1,1:00am-1:59am,36,2,2:00am-2:59am,10,1,1
2017,4,Arizona,40245,2,2,0,0,3,3,0,25,YAVAPAI (25),NOT APPLICABLE,1,4,2017,7,Saturday,15,3:00pm-3:59pm,45,This section IS ON the NHS,1,Interstate,I-40,,1,Rural,1,Interstate,1,State Highway Agency,1199,1199,35.32248056,-112.90673056,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,Maintenance,4,On Roadside,1,Daylight,1,Clear,0,15,3:00pm-3:59pm,47,15,3:00pm-3:59pm,58,17,5:00pm-5:59pm,0,1,0
2017,4,Arizona,40246,2,2,0,0,2,2,0,13,MARICOPA (13),SCOTTSDALE,9,4,2017,1,Sunday,22,10:00pm-10:59pm,11,This section IS NOT on the NHS,6,Local Street - Municipality,CAMELBACK RD,64TH ST,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.502075,-111.94312222,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,3,Intersection-Related,2,Four-Way Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,22,10:00pm-10:59pm,12,22,10:00pm-10:59pm,16,22,10:00pm-10:59pm,30,1,1
2017,4,Arizona,40247,2,2,0,0,3,3,0,13,MARICOPA (13),PHOENIX,14,4,2017,6,Friday,2,2:00am-2:59am,10,This section IS ON the NHS,1,Interstate,I-17,,2,Urban,1,Interstate,1,State Highway Agency,185,185,33.63342778,-112.11599444,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,2,2:00am-2:59am,10,2,2:00am-2:59am,19,88,Not Applicable (Not Transported),Not Applicable (Not Transported),3,1
2017,4,Arizona,40248,2,2,0,0,11,11,0,21,PINAL (21),NOT APPLICABLE,19,4,2017,4,Wednesday,10,10:00am-10:59am,17,This section IS ON the NHS,1,Interstate,I-10,,1,Rural,1,Interstate,1,State Highway Agency,1803,1803,33.06676944,-111.80242778,Indian Reservation,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,10,10:00am-10:59am,16,10,10:00am-10:59am,36,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40249,1,1,0,0,2,2,0,23,SANTA CRUZ (23),NOT APPLICABLE,21,4,2017,6,Friday,2,2:00am-2:59am,9,This section IS ON the NHS,1,Interstate,I-19,,2,Urban,1,Interstate,1,State Highway Agency,54,54,31.40058333,-110.96053889,No Special Jurisdiction,35,Embankment,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,19,Other location within Interchange Area,1,Not an Intersection,None,3,On Median,2,Dark - Not Lighted,1,Clear,0,2,2:00am-2:59am,9,2,2:00am-2:59am,15,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2017,4,Arizona,40250,4,4,0,5,11,11,5,13,MARICOPA (13),PHOENIX,19,3,2017,1,Sunday,14,2:00pm-2:59pm,30,This section IS NOT on the NHS,6,Local Street - Municipality,43RD AVE,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.53075556,-112.15146389,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,14,2:00pm-2:59pm,31,14,2:00pm-2:59pm,32,14,2:00pm-2:59pm,53,2,0
2017,4,Arizona,40251,2,2,0,0,2,2,0,13,MARICOPA (13),NOT APPLICABLE,8,3,2017,4,Wednesday,17,5:00pm-5:59pm,4,This section IS NOT on the NHS,5,Local Street - Township,105TH AVE,ALABAMA AVE,2,Urban,7,Local,98,Not Reported,0,None,33.59462778,-112.28533889,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40252,2,2,0,0,2,2,0,13,MARICOPA (13),NOT APPLICABLE,10,4,2017,2,Monday,23,11:00pm-11:59pm,14,This section IS NOT on the NHS,6,Local Street - Municipality,VINEYARD RD,67TH AVE,2,Urban,7,Local,98,Not Reported,0,None,33.38458889,-112.20264722,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2017,4,Arizona,40253,1,1,0,0,1,1,0,15,MOHAVE (15),BULLHEAD CITY,23,4,2017,1,Sunday,12,12:00pm-12:59pm,10,This section IS ON the NHS,3,State Highway,SR-68,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,35,35,35.19105,-114.51826389,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,4,On Roadside,1,Daylight,1,Clear,0,12,12:00pm-12:59pm,7,12,12:00pm-12:59pm,12,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2017,4,Arizona,40254,3,3,0,0,4,4,0,15,MOHAVE (15),BULLHEAD CITY,29,4,2017,7,Saturday,15,3:00pm-3:59pm,49,This section IS ON the NHS,3,State Highway,SR-95 MOHAVE VALLEY HWY,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1325,1325,35.08333611,-114.59736944,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,15,3:00pm-3:59pm,Unknown,15,3:00pm-3:59pm,56,16,4:00pm-4:59pm,13,1,0
2017,4,Arizona,40255,2,2,0,4,1,1,4,13,MARICOPA (13),PHOENIX,1,5,2017,2,Monday,5,5:00am-5:59am,7,This section IS ON the NHS,1,Interstate,I-17,,2,Urban,1,Interstate,1,State Highway Agency,203,203,33.66085278,-112.11415278,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,5,5:00am-5:59am,7,5,5:00am-5:59am,19,99,Unknown,Unknown EMS Hospital Arrival Time,2,0
2017,4,Arizona,40256,2,2,0,0,5,5,0,13,MARICOPA (13),PEORIA,3,5,2017,4,Wednesday,7,7:00am-7:59am,4,This section IS NOT on the NHS,6,Local Street - Municipality,SONORAN MOUNTAIN RANCH RD,RIDGELINE RD,2,Urban,7,Local,98,Not Reported,0,None,33.74841944,-112.20663333,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,7,7:00am-7:59am,8,7,7:00am-7:59am,16,8,8:00am-8:59am,7,1,0
2017,4,Arizona,40257,2,2,0,0,5,5,0,13,MARICOPA (13),PHOENIX,3,5,2017,4,Wednesday,17,5:00pm-5:59pm,11,This section IS NOT on the NHS,6,Local Street - Municipality,YORKSHIRE DR,I-17 FRONTAGE RD,2,Urban,7,Local,1,State Highway Agency,0,None,33.66195556,-112.11455278,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,17,5:00pm-5:59pm,12,17,5:00pm-5:59pm,19,17,5:00pm-5:59pm,34,1,1
2017,4,Arizona,40258,1,1,0,0,1,1,0,25,YAVAPAI (25),NOT APPLICABLE,3,5,2017,4,Wednesday,18,6:00pm-6:59pm,38,This section IS ON the NHS,1,Interstate,I-17,,1,Rural,1,Interstate,1,State Highway Agency,1062,1062,34.71130278,-111.73155556,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,5,Dusk,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40259,2,2,0,0,2,2,0,19,PIMA (19),TUCSON,4,5,2017,5,Thursday,12,12:00pm-12:59pm,50,This section IS ON the NHS,6,Local Street - Municipality,CAMPBELL AVE,BENSON HWY,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,32.168825,-110.94341944,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,12,12:00pm-12:59pm,50,12,12:00pm-12:59pm,54,13,1:00pm-1:59pm,13,1,0
2017,4,Arizona,40260,1,1,0,0,2,2,0,27,YUMA (27),YUMA,4,5,2017,5,Thursday,17,5:00pm-5:59pm,37,This section IS NOT on the NHS,6,Local Street - Municipality,LEVEE RD,,2,Urban,7,Local,98,Not Reported,0,None,32.71753056,-114.60898056,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,5,Outside Trafficway,1,Daylight,1,Clear,0,17,5:00pm-5:59pm,39,17,5:00pm-5:59pm,49,18,6:00pm-6:59pm,45,1,1
2017,4,Arizona,40261,2,2,0,0,2,2,0,25,YAVAPAI (25),NOT APPLICABLE,5,5,2017,6,Friday,9,9:00am-9:59am,48,This section IS NOT on the NHS,3,State Highway,SR-89,DONEGAL DR,1,Rural,5,Major Collector,1,State Highway Agency,351,351,34.41095833,-112.61015556,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,9,9:00am-9:59am,50,10,10:00am-10:59am,5,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2017,4,Arizona,40262,1,1,0,0,1,1,0,25,YAVAPAI (25),CAMP VERDE,5,5,2017,6,Friday,15,3:00pm-3:59pm,19,This section IS ON the NHS,1,Interstate,I-17,,2,Urban,1,Interstate,1,State Highway Agency,954,954,34.61151389,-111.86100833,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,19,Other location within Interchange Area,1,Not an Intersection,None,3,On Median,1,Daylight,1,Clear,0,15,3:00pm-3:59pm,19,15,3:00pm-3:59pm,24,16,4:00pm-4:59pm,19,1,0
2017,4,Arizona,40263,3,3,0,0,3,3,0,13,MARICOPA (13),MESA,5,5,2017,6,Friday,18,6:00pm-6:59pm,48,This section IS NOT on the NHS,6,Local Street - Municipality,BASELINE RD,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.37891667,-111.84924167,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,19,7:00pm-7:59pm,7,1,1
2017,4,Arizona,40264,1,1,0,1,1,1,1,15,MOHAVE (15),BULLHEAD CITY,5,5,2017,6,Friday,17,5:00pm-5:59pm,48,This section IS ON the NHS,3,State Highway,SR-95,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1387,1387,35.16061111,-114.56678056,No Special Jurisdiction,9,Pedalcyclist,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,17,5:00pm-5:59pm,50,17,5:00pm-5:59pm,53,99,Unknown,Unknown EMS Hospital Arrival Time,1,1
2017,4,Arizona,40265,1,1,0,1,1,1,1,17,NAVAJO (17),NOT APPLICABLE,6,5,2017,7,Saturday,4,4:00am-4:59am,5,This section IS ON the NHS,1,Interstate,I-40,,1,Rural,1,Interstate,1,State Highway Agency,2976,2976,34.99027222,-110.00126111,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,4,4:00am-4:59am,5,4,4:00am-4:59am,5,88,Not Applicable (Not Transported),Not Applicable (Not Transported),1,0
2017,4,Arizona,40266,2,2,0,0,2,2,0,13,MARICOPA (13),NOT APPLICABLE,6,5,2017,7,Saturday,14,2:00pm-2:59pm,21,This section IS ON the NHS,3,State Highway,SR-87,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,906,906,33.70648611,-111.50587778,No Special Jurisdiction,24,Guardrail Face,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,3,On Median,1,Daylight,6,Severe Crosswinds,0,14,2:00pm-2:59pm,28,14,2:00pm-2:59pm,37,14,2:00pm-2:59pm,47,2,1
2017,4,Arizona,40268,1,1,0,1,1,1,1,13,MARICOPA (13),PHOENIX,6,5,2017,7,Saturday,21,9:00pm-9:59pm,50,This section IS NOT on the NHS,6,Local Street - Municipality,27TH AVE,ROVEY AVE,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.52522222,-112.11691111,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40269,2,2,0,0,2,2,0,15,MOHAVE (15),NOT APPLICABLE,7,5,2017,1,Sunday,14,2:00pm-2:59pm,0,This section IS ON the NHS,1,Interstate,I-40,,1,Rural,1,Interstate,1,State Highway Agency,192,192,34.78424167,-114.175925,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,14,2:00pm-2:59pm,17,14,2:00pm-2:59pm,25,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40270,1,1,0,1,1,1,1,13,MARICOPA (13),MESA,7,5,2017,1,Sunday,21,9:00pm-9:59pm,31,This section IS NOT on the NHS,6,Local Street - Municipality,BROWN RD,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.43743611,-111.69928333,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,21,9:00pm-9:59pm,31,21,9:00pm-9:59pm,37,21,9:00pm-9:59pm,49,1,0
2017,4,Arizona,40271,1,1,0,0,1,1,0,13,MARICOPA (13),PHOENIX,9,5,2017,3,Tuesday,6,6:00am-6:59am,49,This section IS NOT on the NHS,6,Local Street - Municipality,43RD AVE,HUBBELL ST,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,None,33.46983333,-112.15169444,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,None,1,On Roadway,1,Daylight,1,Clear,0,99,Unknown,Unknown,99,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,99,Unknown,Unknown EMS Hospital Arrival Time,1,0
2017,4,Arizona,40272,1,1,0,1,1,1,1,13,MARICOPA (13),MESA,11,5,2017,5,Thursday,4,4:00am-4:59am,1,This section IS NOT on the NHS,6,Local Street - Municipality,UNIVERSITY DR,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,None,33.42227778,-111.83085833,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,4,4:00am-4:59am,1,4,4:00am-4:59am,9,4,4:00am-4:59am,38,1,0
2017,4,Arizona,40273,2,2,0,0,3,3,0,1,APACHE (1),NOT APPLICABLE,14,5,2017,1,Sunday,2,2:00am-2:59am,50,This section IS NOT on the NHS,2,U.S. Highway,US-191,,1,Rural,5,Major Collector,1,State Highway Agency,4576,4576,36.3151,-109.61316111,Indian Reservation,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,2,2:00am-2:59am,50,3,3:00am-3:59am,30,99,Unknown,Unknown EMS Hospital Arrival Time,2,0
